1	71e49715c0dca67cdadea5e94882cf9f				Ghana			Sarkodie	@sarkodie	0	2017-06-02 06:35:45	2017-06-02 06:35:45
2	51d1bb8e2a0996111fb1c59e5c446e38				Ghana			Shatta Wale	@shattawalegh	0	2017-06-02 06:36:47	2017-06-02 06:36:47
3	09b7067b06b9a8d7ebdea2eee690c7b4				Ghana			Medikal	@AmgMedikal	0	2017-06-02 06:38:17	2017-06-02 06:38:17
4	ea503ec797763a59c8eecda7ec533439				Ghana			Nacee		0	2017-06-02 06:38:51	2017-06-02 06:38:51
5	627ff93ffbfec12d850d91735ff0f6c7				Ghana			Obuor		0	2017-06-02 06:39:22	2017-06-02 06:39:22
6	fb8ac91bd3037a8b539f8e81aeaec137				Ghana			Kofi Kinaata	@KinaataGh	0	2017-06-02 06:39:56	2017-06-02 06:39:56
7	02f0c873f9944c490ad8d607ce49ee30				Ghana			Tinny		0	2017-06-02 06:40:17	2017-06-02 06:40:17
8	866952d69e8b8d27fcab92706bde6794				Ghana			Luther		0	2017-06-02 06:40:36	2017-06-02 06:40:36
9	e245955f5dcf532923ea6790b779e0ac				Ghana			Guru	@gurunkz	0	2017-06-02 06:40:59	2017-06-02 06:40:59
10	99f89b6c50127f97a80397a1dba3b274				Ghana			Bisa Kdei	@bisa_kdei	0	2017-06-02 06:42:09	2017-06-02 06:42:09
11	75a09f86f5ff835007fd5133c2cd2198				Ghana			Efya	@EFYA_Nokturnal	0	2017-06-02 06:42:31	2017-06-02 06:42:31
12	91880ccabad0157f4ae6115e0741a2cb				Ghana			Irene		0	2017-06-02 06:42:47	2017-06-02 06:42:47
13	75b1f0d1ccd14a3b553868ce29440a53				Ghana			Mzvee	@mzveegh	0	2017-06-02 06:43:23	2017-06-02 06:43:23
14	c0ba6cdf3b32cc51ad6e1d36887e778c				Ghana			E. L.	@elrepgh	0	2017-06-02 06:44:28	2017-06-02 06:44:28
15	f387b9defeeb93778e396edd26ae7d8a				Ghana			Mr Eazi	@mreazi	0	2017-06-02 06:44:45	2017-06-02 06:44:45
16	b9b59d8c75bdc986f74056aa9fda6227				Ghana			Manifest	@manifestive	0	2017-06-02 06:45:25	2017-06-02 06:45:25
17	5654b62373e8b8c069274f38654191a2				Ghana			Worlasi	@worlasigh	0	2017-06-02 06:46:12	2017-06-02 06:46:12
18	9c56e71d19cc907fce4b71da9ab154ab				Ghana			Kwaw Kese		0	2017-06-02 06:47:12	2017-06-02 06:47:12
19	456f83ebe4a15215b1e5317c8d6def05				Ghana			Tee Phlow		0	2017-06-02 06:48:12	2017-06-02 06:48:12
20	26ef4e61780f3e5d81f09714528853df				Ghana			Becca	@beccafrica	0	2017-06-02 06:48:39	2017-06-02 06:48:39
21	8287c05282f938d0f8e145dba9dd6cf4				Ghana			Joey B	@1RealJoeyB	0	2017-06-02 11:02:44	2017-06-02 11:02:44
22	96df1b2a46c5245df68dab88e941c262				Ghana			Pappy Kojo	@PAPPYKOJO	0	2017-06-02 11:03:04	2017-06-02 11:03:04
23	e791efa096a2d165c01c128bea7d614e				Ghana			Daddy Lumba		0	2017-06-02 11:06:56	2017-06-02 11:06:56
24	759c15b97ca06c3228d2ec933b1a0768				Ghana			Tutulapatu		0	2017-06-03 06:55:06	2017-06-03 06:55:06
25	e260d9f8cab1c51674ad864cddf22a55				Ghana			Obrafuor		0	2017-06-03 06:55:28	2017-06-03 06:55:28
26	91e264e7fbd39207b8a1f124e7600593				Ghana			Wisa Greid		0	2017-06-03 06:55:44	2017-06-03 06:55:44
27	1516faadf1ffed2715bbd94f8ea5af04				Ghana			Flow King Stone	@FlowkingStone	0	2017-06-03 06:55:57	2017-06-03 06:55:57
