1	65	1	2017-06-30 06:45:47	2017-06-30 06:45:47
2	65	5	2017-06-30 06:45:47	2017-06-30 06:45:47
3	66	1	2017-07-04 00:48:16	2017-07-04 00:48:16
4	66	2	2017-07-04 00:48:16	2017-07-04 00:48:16
5	67	1	2017-07-04 00:57:39	2017-07-04 00:57:39
6	67	2	2017-07-04 00:57:39	2017-07-04 00:57:39
7	67	5	2017-07-04 00:57:39	2017-07-04 00:57:39
8	68	1	2017-07-04 01:01:17	2017-07-04 01:01:17
9	68	2	2017-07-04 01:01:17	2017-07-04 01:01:17
10	68	5	2017-07-04 01:01:17	2017-07-04 01:01:17
11	69	1	2017-07-04 01:05:05	2017-07-04 01:05:05
12	69	3	2017-07-04 01:05:05	2017-07-04 01:05:05
13	69	5	2017-07-04 01:05:05	2017-07-04 01:05:05
14	70	2	2017-07-04 01:16:00	2017-07-04 01:16:00
15	71	1	2017-07-05 12:00:16	2017-07-05 12:00:16
16	71	2	2017-07-05 12:00:16	2017-07-05 12:00:16
17	72	1	2017-07-09 07:50:45	2017-07-09 07:50:45
18	73	1	2017-07-09 12:00:12	2017-07-09 12:00:12
19	73	2	2017-07-09 12:00:12	2017-07-09 12:00:12
20	73	5	2017-07-09 12:00:12	2017-07-09 12:00:12
21	74	1	2017-07-15 16:54:36	2017-07-15 16:54:36
22	74	2	2017-07-15 16:54:36	2017-07-15 16:54:36
23	75	1	2017-08-14 04:06:51	2017-08-14 04:06:51
24	75	5	2017-08-14 04:06:51	2017-08-14 04:06:51
25	76	1	2017-08-14 04:11:54	2017-08-14 04:11:54
26	76	5	2017-08-14 04:11:54	2017-08-14 04:11:54
27	77	1	2017-08-14 16:46:21	2017-08-14 16:46:21
28	77	2	2017-08-14 16:46:21	2017-08-14 16:46:21
29	77	5	2017-08-14 16:46:21	2017-08-14 16:46:21
30	78	2	2017-08-14 17:53:33	2017-08-14 17:53:33
31	79	2	2017-08-15 07:38:54	2017-08-15 07:38:54
32	79	5	2017-08-15 07:38:54	2017-08-15 07:38:54
33	79	10	2017-08-15 07:38:54	2017-08-15 07:38:54
34	80	1	2017-08-15 07:41:07	2017-08-15 07:41:07
35	80	2	2017-08-15 07:41:07	2017-08-15 07:41:07
36	80	10	2017-08-15 07:41:07	2017-08-15 07:41:07
37	81	1	2017-10-02 11:23:14	2017-10-02 11:23:14
38	81	5	2017-10-02 11:23:14	2017-10-02 11:23:14
39	82	1	2017-10-30 11:31:44	2017-10-30 11:31:44
40	82	5	2017-10-30 11:31:44	2017-10-30 11:31:44
41	82	9	2017-10-30 11:31:44	2017-10-30 11:31:44
